국명,과명,과국명,학명
꽃돌부채 '에로이카',Saxifragaceae,범의귀과,Bergenia 'Eroica'
꽃돌부채 '이든스 매직 자이언트',Saxifragaceae,범의귀과,Bergenia 'Eden's Magic Giant'
꽃마리,Boraginaceae,지치과,Trigonotis peduncularis (Trevis.) Benth. ex Baker & S.Moore
꽃말발도리 '매지션',Hydrangeaceae,수국과,Deutzia × hybrida 'Magicien'
꽃말발도리 '몽 로즈',Hydrangeaceae,수국과,Deutzia × hybrida 'Mont Rose'
꽃말발도리 '스트로베리 필즈',Hydrangeaceae,수국과,Deutzia × hybrida 'Strawberry Fields'
꽃며느리밥풀,Scrophulariaceae,현삼과,Melampyrum roseum Maxim.
꽃무,Brassicaceae,배추과,Cheiranthus × cheiri L.
꽃받이,Boraginaceae,지치과,Bothriospermum zeylanicum (J.Jacq.) Druce
꽃배초향 '블랙 애더',Lamiaceae,꿀풀과,Agastache 'Black Adder'
꽃배초향 '키에가비',Lamiaceae,꿀풀과,Agastache 'Kiegabi'
꽃버들,Salicaceae,버드나무과,Salix udensis Trautv. & C.A.Mey.
꽃범의꼬리,Lamiaceae,꿀풀과,Physostegia virginiana (L.) Benth.
꽃범의꼬리 '비비드',Lamiaceae,꿀풀과,Physostegia virginiana 'Vivid'
꽃범의꼬리 '서머 스노우',Lamiaceae,꿀풀과,Physostegia virginiana 'Summer Snow'
꽃병꽃나무 '나나 바리에가타',Caprifoliaceae,인동과,Weigela 'Nana Variegata'
꽃병꽃나무 '로오이만시 아우레아',Caprifoliaceae,인동과,Weigela 'Looymansii Aurea'
꽃병꽃나무 '브리스톨 루비',Caprifoliaceae,인동과,Weigela 'Bristol Ruby'
꽃병꽃나무 '에바 라트케',Caprifoliaceae,인동과,Weigela 'Eva Rathke'
꽃병꽃나무 '플로리다 바리에가타',Caprifoliaceae,인동과,Weigela 'Florida Variegata'
꽃병솔나무 '글래스하우스 컨트리',Myrtaceae,도금양과,Callistemon 'Glasshouse Country'
꽃병솔나무 '도슨 리버 위퍼',Myrtaceae,도금양과,Callistemon 'Dawson River Weeper'
꽃병솔나무 '보난자',Myrtaceae,도금양과,Callistemon 'Bonanza'
꽃병솔나무 '와일드파이어',Myrtaceae,도금양과,Callistemon 'Wildfire'
꽃병솔나무 '유레카',Myrtaceae,도금양과,Callistemon 'Eureka'
꽃병솔나무 '카메오 핑크',Myrtaceae,도금양과,Callistemon 'Cameo Pink'
꽃병솔나무 '퍼플 클라우드',Myrtaceae,도금양과,Callistemon 'Purple Cloud'
꽃병솔나무 '프레스티지 핑크',Myrtaceae,도금양과,Callistemon 'Prestige Pink'
꽃뻐꾹나리 '라즈베리 무스',Liliaceae,백합과,Tricyrtis 'Raspberry Mousse'
꽃뻐꾹나리 '토젠',Liliaceae,백합과,Tricyrtis 'Tojen'
꽃뻐꾹나리 '화이트 타워스',Liliaceae,백합과,Tricyrtis 'White Towers'
꽃사과나무,Rosaceae,장미과,Malus floribunda Siebold ex Van Houtte
꽃사과나무 '레드 제이드',Rosaceae,장미과,Malus × scheideckeri 'Red Jade'
꽃사과나무 '퍼플 웨이브',Rosaceae,장미과,Malus 'Purple Wave'
꽃산딸나무,Cornaceae,층층나무과,Cornus florida L.
꽃산딸나무 '노르만 해든',Cornaceae,층층나무과,Cornus 'Norman Hadden'
꽃산딸나무 '레인보우',Cornaceae,층층나무과,Cornus florida 'Rainbow'
꽃산딸나무 '바턴스 화이트',Cornaceae,층층나무과,Cornus florida 'Barton's White'
꽃산딸나무 '베이 뷰티',Cornaceae,층층나무과,Cornus florida 'Bay Beauty'
꽃산딸나무 '선셋',Cornaceae,층층나무과,Cornus florida 'Sunset'
꽃산딸나무 '스위트워터',Cornaceae,층층나무과,Cornus florida 'Sweetwater'
꽃산딸나무 '스프링타임',Cornaceae,층층나무과,Cornus florida 'Springtime'
꽃산딸나무 '알바 플레나',Cornaceae,층층나무과,Cornus florida 'Alba Plena'
꽃산딸나무 '에디스 화이트 원더',Cornaceae,층층나무과,Cornus 'Eddie's White Wonder'
꽃산딸나무 '주니어 미스',Cornaceae,층층나무과,Cornus florida 'Junior Miss'
꽃산딸나무 '체로키 치프',Cornaceae,층층나무과,Cornus florida 'Cherokee Chief'
꽃산딸나무 '체로키 프린세스',Cornaceae,층층나무과,Cornus florida 'Cherokee Princess'
꽃산딸나무 '크산토카르파',Cornaceae,층층나무과,Cornus florida 'Xanthocarpa'
꽃산딸나무 '클라우드 나인',Cornaceae,층층나무과,Cornus florida 'Cloud Nine'
꽃산딸나무 '퍼스트 레이디',Cornaceae,층층나무과,Cornus florida 'First Lady'
꽃산딸나무 '펜둘라',Cornaceae,층층나무과,Cornus florida 'Pendula'
꽃산딸나무 '플로라 플레나',Cornaceae,층층나무과,Cornus florida 'Flora Plena'
꽃산딸나무 '피그마이아',Cornaceae,층층나무과,Cornus florida 'Pygmaea'
꽃산딸나무 '허먼스 골든',Cornaceae,층층나무과,Cornus florida 'Hermans Golden'
꽃산새콩,Fabaceae,콩과,Lathyrus vernus (L.) Bernh.
꽃산새콩 '레인보우',Fabaceae,콩과,Lathyrus vernus 'Rainbow'
꽃산새콩 '로세넬페',Fabaceae,콩과,Lathyrus vernus 'Rosenelfe'
꽃삼지구엽초 '가구야히메',Berberidaceae,매자나무과,Epimedium 'Kaguyahime'
꽃상치,Asteraceae,국화과,Cichorium endivia L.
꽃생강,Zingiberaceae,생강과,Hedychium coronarium J.Koenig
꽃싸리,Fabaceae,콩과,Campylotropis macrocarpa (Bunge) Rehder
꽃아까시나무,Fabaceae,콩과,Robinia hispida L.
꽃아까시나무 '루브라',Fabaceae,콩과,Robinia hispida 'Rubra'
꽃양배추,Brassicaceae,배추과,Brassica oleracea L. var. sabellica L.
꽃양하,Zingiberaceae,생강과,Alpinia japonica (Thunb.) Miq.
꽃여뀌,Polygonaceae,마디풀과,Persicaria conspicua (Nakai) Nakai ex Ohki
꽃여뀌바늘,Onagraceae,바늘꽃과,Ludwigia peploides (Kunth) P.H.Raven subsp. montevidensis (Spreng.) P.H.Raven
꽃자주달개비 '레드 그레이프',Commelinaceae,닭의장풀과,Tradescantia 'Red Grape'
꽃자주달개비 '리틀 돌',Commelinaceae,닭의장풀과,Tradescantia 'Little Doll'
꽃자주달개비 '리틀 화이트 돌',Commelinaceae,닭의장풀과,Tradescantia 'Little White Doll'
꽃잔대,Campanulaceae,초롱꽃과,Adenophora koreana Kitam.
꽃잔디,Polemoniaceae,꽃고비과,Phlox subulata L.
꽃잔디 '베티',Polemoniaceae,꽃고비과,Phlox subulata 'Betty'
꽃잔디 '오킹턴 블루 아이스',Polemoniaceae,꽃고비과,Phlox subulata 'Oakington Blue Eyes'
꽃잔디 '타마옹갈레이',Polemoniaceae,꽃고비과,Phlox subulata 'Tamaongalei'
꽃장구채 '롤리스 페이보릿',Caryophyllaceae,석죽과,Silene 'Rolley's Favourite'
꽃장포,Liliaceae,백합과,"Tofieldia yoshiiana Makino var. koreana (Ohwi) M.N.Tamura, Fuse & N.S.Lee"
꽃족제비쑥,Asteraceae,국화과,Matricaria inodora L.
꽃쥐손이,Geraniaceae,쥐손이풀과,Geranium platyanthum Duthie
꽃창포,Iridaceae,붓꽃과,Iris ensata Thunb.
꽃창포 '러플드 디머티',Iridaceae,붓꽃과,Iris ensata 'Ruffled Dimity'
꽃창포 '로열 패전트',Iridaceae,붓꽃과,Iris ensata 'Royal Pageant'
꽃창포 '로즈 타워',Iridaceae,붓꽃과,Iris ensata 'Rose Tower'
꽃창포 '료우세키',Iridaceae,붓꽃과,Iris ensata 'Ryouseki'
꽃창포 '무라사메',Iridaceae,붓꽃과,Iris ensata 'Murasame'
꽃창포 '바리에가타',Iridaceae,붓꽃과,Iris ensata 'Variegata'
꽃창포 '블루 폼폰',Iridaceae,붓꽃과,Iris ensata 'Blue Pompon'
꽃창포 '센세이션',Iridaceae,붓꽃과,Iris ensata 'Sensation'
꽃창포 '알바',Iridaceae,붓꽃과,Iris ensata 'Alba'
꽃창포 '야마토 히메',Iridaceae,붓꽃과,Iris ensata 'Yamato Hime'
꽃창포 '예조니시키',Iridaceae,붓꽃과,Iris ensata 'Yezo-Nishiki'
꽃창포 '와인 러플스',Iridaceae,붓꽃과,Iris ensata 'Wine Ruffles'
꽃창포 '요아라시',Iridaceae,붓꽃과,Iris ensata 'Yoarashii'
꽃창포 '콩고 산',Iridaceae,붓꽃과,Iris ensata 'Kongo San'
꽃창포 '크라이 오브 리조이스',Iridaceae,붓꽃과,Iris ensata 'Cry Of Rejoice'
꽃창포 '키요주루',Iridaceae,붓꽃과,Iris ensata 'Kiyo-Zuru'
꽃창포 '킨세이',Iridaceae,붓꽃과,Iris ensata 'Kinsei'
꽃창포 '핀 스트라이프',Iridaceae,붓꽃과,Iris ensata 'Pin Stripe'
꽃창포 '하쿠교쿠로',Iridaceae,붓꽃과,Iris ensata 'Hakug-Yokuro'
꽃창포 '히마츠리',Iridaceae,붓꽃과,Iris ensata 'Himatsuri'
꽃층층이꽃,Lamiaceae,꿀풀과,Clinopodium chinense (Benth.) Kuntze var. grandiflorum (Maxim.) H.Hara
꽃치자,Rubiaceae,꼭두서니과,Gardenia jasminoides var. radicans (Thunb.) Makino
꽃케일,Brassicaceae,배추과,Crambe cordifolia Steven
꽃톱풀 '문샤인',Asteraceae,국화과,Achillea 'Moonshine'
꽃톱풀 '서머와인',Asteraceae,국화과,Achillea 'Summerwine'
꽃톱풀 '코로네이션 골드',Asteraceae,국화과,Achillea 'Coronation Gold'
꽃톱풀 '테라코타',Asteraceae,국화과,Achillea 'Terracotta'
꽃톱풀 '파프리카',Asteraceae,국화과,Achillea 'Paprika'
꽃톱풀 '포이어란트',Asteraceae,국화과,Achillea 'Feuerland'
꽃톱풀 '폰셋 캔디',Asteraceae,국화과,Achillea 'Forncett Candy'
꽃톱풀 서머 파스텔스 그룹,Asteraceae,국화과,Achillea Summer Pastels Group
꽃톱풀 콜로라도 그룹,Asteraceae,국화과,Achillea Colorado Group
꽃파대가리,Cyperaceae,사초과,Kyllinga brevifolioides (Thieret & Delahouss.) G.C.Tucker
꽃패랭이꽃,Caryophyllaceae,석죽과,Dianthus superbus L.
꽃하늘지기,Cyperaceae,사초과,Bulbostylis densa (Wall.) Hand.-Mazz.
꽃향유,Lamiaceae,꿀풀과,Elsholtzia splendens Nakai ex F.Maek.
꽃향유 '자향',Lamiaceae,꿀풀과,Elsholtzia splendens 'Jahyang'
꽃황새냉이,Brassicaceae,배추과,Cardamine amariformis Nakai
꽈리,Solanaceae,가지과,Physalis alkekengi L.
꽝꽝나무,Aquifoliaceae,감탕나무과,Ilex crenata Thunb.
꽝꽝나무 '골든 젬',Aquifoliaceae,감탕나무과,Ilex crenata 'Golden Gem'
꽝꽝나무 '그린 드래건',Aquifoliaceae,감탕나무과,Ilex crenata 'Green Dragon'
꽝꽝나무 '그린 쿠션',Aquifoliaceae,감탕나무과,Ilex crenata 'Green Cushion'
꽝꽝나무 '나카다',Aquifoliaceae,감탕나무과,Ilex crenata 'Nakada'
꽝꽝나무 '드와프 콘',Aquifoliaceae,감탕나무과,Ilex crenata 'Dwarf Cone'
꽝꽝나무 '드와프 파고다',Aquifoliaceae,감탕나무과,Ilex crenata 'Dwarf Pagoda'
꽝꽝나무 '레펜덴스',Aquifoliaceae,감탕나무과,Ilex crenata 'Rependens'
꽝꽝나무 '로툰디폴리아',Aquifoliaceae,감탕나무과,Ilex crenata 'Rotundifolia'
꽝꽝나무 '마리에시',Aquifoliaceae,감탕나무과,Ilex crenata 'Mariesii'
꽝꽝나무 '베넷츠 콤팩트',Aquifoliaceae,감탕나무과,Ilex crenata 'Bennett's Compact'
꽝꽝나무 '북시폴리아',Aquifoliaceae,감탕나무과,Ilex crenata 'Buxifolia'
꽝꽝나무 '비하이브',Aquifoliaceae,감탕나무과,Ilex crenata 'Beehive'
꽝꽝나무 '센티넬',Aquifoliaceae,감탕나무과,Ilex crenata 'Sentinel'
꽝꽝나무 '소프트 터치',Aquifoliaceae,감탕나무과,Ilex crenata 'Soft Touch'
꽝꽝나무 '스카이 펜슬',Aquifoliaceae,감탕나무과,Ilex crenata 'Sky Pencil'
꽝꽝나무 '스토크스',Aquifoliaceae,감탕나무과,Ilex crenata 'Stokes'
꽝꽝나무 '시로후쿠린',Aquifoliaceae,감탕나무과,Ilex crenata 'Shiro-Fukurin'
꽝꽝나무 '아르겐테아 마르기나타',Aquifoliaceae,감탕나무과,Ilex crenata 'Argentea Marginata'
꽝꽝나무 '아우레오바리에가타',Aquifoliaceae,감탕나무과,Ilex crenata 'Aureovariegata'
꽝꽝나무 '아이보리 타워',Aquifoliaceae,감탕나무과,Ilex crenata 'Ivory Tower'
꽝꽝나무 '아이보리 홀',Aquifoliaceae,감탕나무과,Ilex crenata 'Ivory Hall'
꽝꽝나무 '옐로 프루트',Aquifoliaceae,감탕나무과,Ilex crenata 'Yellow Fruit'
꽝꽝나무 '존 노설',Aquifoliaceae,감탕나무과,Ilex crenata 'John Nosal'
꽝꽝나무 '코울테리',Aquifoliaceae,감탕나무과,Ilex crenata 'Coulteri'
꽝꽝나무 '트위기',Aquifoliaceae,감탕나무과,Ilex crenata 'Twiggy'
꽝꽝나무 '티 디',Aquifoliaceae,감탕나무과,Ilex crenata 'Tee Dee'
꽝꽝나무 '티원',Aquifoliaceae,감탕나무과,Ilex crenata 'T-One'
꽝꽝나무 '포스터 넘버 원',Aquifoliaceae,감탕나무과,Ilex crenata 'Foster No. 1'
꽝꽝나무 '포스테리',Aquifoliaceae,감탕나무과,Ilex crenata 'Fosteri'
꽝꽝나무 '프라이드즈 타이니',Aquifoliaceae,감탕나무과,Ilex crenata 'Pride's Tiny'
꽝꽝나무 '피콜로',Aquifoliaceae,감탕나무과,Ilex crenata 'Piccolo'
꽝꽝나무 '핀 쿠션',Aquifoliaceae,감탕나무과,Ilex crenata 'Pin Cushion'
꽝꽝나무 '하이 라이트',Aquifoliaceae,감탕나무과,Ilex crenata 'High Light'
꽝꽝나무 '헤치 스포트',Aquifoliaceae,감탕나무과,Ilex crenata 'Hetzii Sport'
꽝꽝나무 '헤치',Aquifoliaceae,감탕나무과,Ilex crenata 'Hetzii'
꽝꽝나무 '헬러리',Aquifoliaceae,감탕나무과,Ilex crenata 'Helleri'
꾸지나무,Moraceae,뽕나무과,Broussonetia papyrifera (L.) L'Hér. ex Vent.
꾸지뽕나무,Moraceae,뽕나무과,Cudrania tricuspidata (Carrière) Bureau ex Lavallée
꿀풀,Lamiaceae,꿀풀과,Prunella vulgaris L. subsp. asiatica (Nakai) H.Hara
꿩고비,Osmundaceae,고비과,Osmunda cinnamomea L.
꿩고사리,Plagiogyriaceae,꿩고사리과,Plagiogyria euphlebia (Kunze) Mett.
꿩복수초,Ranunculaceae,미나리아재비과,Adonis annua L.
꿩의다리,Ranunculaceae,미나리아재비과,Thalictrum aquilegiifolium L. var. sibiricum Regel & Tiling
꿩의다리 '선더클라우드',Ranunculaceae,미나리아재비과,Thalictrum aquilegiifolium 'Thundercloud'
꿩의다리아재비,Berberidaceae,매자나무과,Caulophyllum robustum Maxim.
꿩의바람꽃,Ranunculaceae,미나리아재비과,Anemone raddeana Regel
꿩의밥,Juncaceae,골풀과,Luzula capitata (Miq. ex Franch. & Sav.) Kom.
꿩의비름,Crassulaceae,돌나물과,Hylotelephium erythrostictum (Miq.) H.Ohba
꿩의비름 '메디오바리에가툼',Crassulaceae,돌나물과,Sedum erythrostictum 'Mediovariegatum'
꿩의비름 '프로스티 모온',Crassulaceae,돌나물과,Sedum erythrostictum 'Frosty Morn'
꿰미풀,Caprifoliaceae,인동과,Triosteum sinuatum Maxim.
끈끈이귀개,Droseraceae,끈끈이귀개과,Drosera peltata Thunb. var. nipponica (Masam.) Ohwi ex E.Walker
끈끈이꽃고비,Polemoniaceae,꽃고비과,Polemonium viscosum Nutt.
끈끈이대나물,Caryophyllaceae,석죽과,Silene armeria L.
끈끈이동자꽃,Caryophyllaceae,석죽과,Lychnis viscaria L.
끈끈이동자꽃 '플레나',Caryophyllaceae,석죽과,Lychnis viscaria 'Plena'
끈끈이딱지,Rosaceae,장미과,Potentilla longifolia Willd. ex Schltdl.
끈끈이세이지,Lamiaceae,꿀풀과,Salvia glutinosa L.
끈끈이여뀌,Polygonaceae,마디풀과,Persicaria viscofera (Makino) H.Gross
끈끈이장구채,Caryophyllaceae,석죽과,Silene koreana Kom.
끈끈이점나도나물,Caryophyllaceae,석죽과,Cerastium glabratum Hartm.
끈끈이주걱,Droseraceae,끈끈이귀개과,Drosera rotundifolia L.
끈적쥐꼬리풀,Liliaceae,백합과,Aletris foliata (Maxim.) Makino & Franch.
끈적털갯개미자리,Caryophyllaceae,석죽과,Spergularia bocconei (Scheele) Graebn.
나가사끼비비추,Liliaceae,백합과,Hosta tibae F. Maegawa
나나벌이난초,Orchidaceae,난초과,Liparis krameri Franch. & Sav.
나도갈퀴덩굴,Rubiaceae,꼭두서니과,Galium aparine L.
나도강아지풀,Poaceae,벼과,Cenchrus latifolius (Spreng.) Morrone
나도개감채,Liliaceae,백합과,Lloydia triflora (Ledeb.) Baker
나도개관중,Dryopteridaceae,관중과,Polystichum pseudomakinoi Tagawa
나도개미자리,Caryophyllaceae,석죽과,Minuartia arctica (Steven ex Ser.) Graebn.
나도개피,Poaceae,벼과,Eriochloa villosa (Thunb.) Kunth
나도겨이삭,Poaceae,벼과,Milium effusum L.
나도겨풀,Poaceae,벼과,Leersia japonica (Makino ex Honda) Honda
나도고사리삼,Ophioglossaceae,고사리삼과,Ophioglossum vulgatum L.
나도공단풀,Malvaceae,아욱과,Sida rhombifolia L.
나도국수나무,Rosaceae,장미과,Neillia uekii Nakai
나도그늘사초,Cyperaceae,사초과,Carex tenuiformis H.Lév. & Vaniot
나도기름새,Poaceae,벼과,Capillipedium parviflorum (R.Br.) Stapf
나도꽝꽝나무,Aquifoliaceae,감탕나무과,Ilex maximowicziana var. kanehirae (Yamamoto) T.Yamaz.
나도냉이,Brassicaceae,배추과,Barbarea orthoceras Ledeb.
나도논피,Poaceae,벼과,Echinochloa oryzoides (Ard.) Fritsch
나도닭의덩굴,Polygonaceae,마디풀과,Fallopia convolvulus (L.) Á.Löve
나도댑싸리,Chenopodiaceae,명아주과,Axyris amaranthoides L.
나도독미나리,Apiaceae,산형과,Conium maculatum L.
나도딸기광이,Poaceae,벼과,Cinna latifolia (Trevir. ex Göpp.) Griseb.
나도마름아재비,Ranunculaceae,미나리아재비과,Halerpestes salsuginosa (Pall. ex Georgi) Greene
나도물통이,Urticaceae,쐐기풀과,Nanocnide japonica Blume
나도미꾸리낚시,Polygonaceae,마디풀과,Persicaria maackiana (Regel) Nakai ex T.Mori
나도민들레,Asteraceae,국화과,Crepis tectorum L.
나도바람꽃,Ranunculaceae,미나리아재비과,Enemion raddeanum Regel
나도바랭이,Poaceae,벼과,Chloris virgata Sw.
나도바랭이새,Poaceae,벼과,Microstegium vimineum (Trin.) A.Camus
나도밤나무,Sabiaceae,나도밤나무과,Meliosma myriantha Siebold & Zucc.
나도범의귀,Saxifragaceae,범의귀과,Mitella nuda L.
나도별사초,Cyperaceae,사초과,Carex gibba Wahlenb.
나도뿔이삭풀,Poaceae,벼과,Hainardia cylindrica (Willd.) Greuter
나도사프란,Amaryllidaceae,수선화과,Zephyranthes carinata Herb.
나도산마늘,Liliaceae,백합과,Allium ursinum L.
나도생강,Commelinaceae,닭의장풀과,Pollia japonica Thunb.
나도솔새,Poaceae,벼과,Andropogon virginicus L.
나도송이고랭이,Cyperaceae,사초과,Schoenoplectiella × trapezoidea (Koidz.) J.Jung & H.K.Choi
나도송이풀,Scrophulariaceae,현삼과,Phtheirospermum japonicum (Thunb.) Kanitz
나도수영,Polygonaceae,마디풀과,Oxyria digyna (L.) Hill
나도수정초,Ericaceae,진달래과,Monotropastrum humile (D.Don) H.Hara
나도승마,Hydrangeaceae,수국과,Kirengeshoma koreana Nakai
나도씨눈란,Orchidaceae,난초과,Herminium monorchis (L.) R.Br.
나도양귀비,Papaveraceae,양귀비과,Papaver somniferum L. subsp. setigerum (DC.) Arcang.
나도양지꽃,Rosaceae,장미과,Waldsteinia ternata (Stephan) Fritsch
나도어저귀,Malvaceae,아욱과,Anoda cristata (L.) Schltdl.
나도여로,Liliaceae,백합과,Anticlea sibirica (L.) Kunth
나도옥잠화,Liliaceae,백합과,Clintonia udensis Trautv. & C.A.Mey.
나도은조롱,Apocynaceae,협죽도과,Marsdenia tomentosa C.Morren & Decne.
나도잔디,Poaceae,벼과,Sporobolus piliferus (Trin.) Kunth
나도잠자리란,Orchidaceae,난초과,Platanthera ussuriensis (Regel & Maack) Maxim.
나도재쑥,Brassicaceae,배추과,Descurainia pinnata (Walter) Britton
나도제비란,Orchidaceae,난초과,Galearis cyclochila (Franch. & Sav.) Soó
나도좀개구리밥,Lemnaceae,개구리밥과,Lemna minor L.
나도좀진고사리,Athyriaceae,개고사리과,Deparia pseudoconilii (Seriz.) Seriz.
나도진퍼리고사리,Thelypteridaceae,처녀고사리과,Thelypteris leveillei (Christ) C.M.Kuo
나도털이슬,Onagraceae,바늘꽃과,Circaea × ovata (Honda) Boufford
나도톱지네고사리,Dryopteridaceae,관중과,Dryopteris cycadina (Franch. & Sav.) C.Chr.
나도풍란,Orchidaceae,난초과,Phalaenopsis japonica (Rchb.f.) Kocyan & Schuit.
나도하수오,Polygonaceae,마디풀과,Reynoutria ciliinervis (Nakai) Moldenke
나도호북마가목,Rosaceae,장미과,Sorbus hupehensis var. obtusa C.K.Schneid.
나도황기,Fabaceae,콩과,Hedysarum vicioides Turcz. var. japonicum (B.Fedtsch.) B.H.Choi & H.Ohashi
나도히초미,Dryopteridaceae,관중과,Polystichum polyblepharum (Roem. ex Kunze) C.Presl
나래가막사리,Asteraceae,국화과,Verbesina alternifolia (L.) Britton ex Kearney
나래미역취,Asteraceae,국화과,Solidago virgaurea L. var. coreana Nakai
나래박쥐나물,Asteraceae,국화과,Parasenecio auriculatus (DC.) J.R.Grant var. kamtschatica (Maxim.) H.Koyama
